relationship_id,notification_id,notification_number,target_entity,target_entity_id,target_entity_label,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-NOTIFI-0000691,NOTIF-00554,,STANDARD,STD-01079,IS 2925,ACTS_ON,related_is_text,related_is_text,IS 2925:1984,,F034,bis_gazette_notification.csv,,642,1.00,
REL-NOTIFI-0000692,NOTIF-00803,,STANDARD,STD-01704,IS 9562,ACTS_ON,related_is_text,related_is_text,IS 9562:1980,,F034,bis_gazette_notification.csv,,643,1.00,
REL-NOTIFI-0000693,NOTIF-01092,,STANDARD,STD-00975,IS 2266,ACTS_ON,related_is_text,related_is_text,IS 2266 : 2019,,F034,bis_gazette_notification.csv,,645,1.00,
REL-NOTIFI-0000694,NOTIF-00989,,STANDARD,STD-00984,IS 2365,ACTS_ON,related_is_text,related_is_text,IS 2365 : 2018,,F034,bis_gazette_notification.csv,,646,1.00,
REL-NOTIFI-0000695,NOTIF-00623,,STANDARD,STD-00886,IS 1855,ACTS_ON,related_is_text,related_is_text,IS 1855:2022,,F034,bis_gazette_notification.csv,,647,1.00,
REL-NOTIFI-0000696,NOTIF-01184,,STANDARD,STD-00887,IS 1856,ACTS_ON,related_is_text,related_is_text,IS 1856:2005,,F034,bis_gazette_notification.csv,,648,1.00,
REL-NOTIFI-0000697,NOTIF-01179,,STANDARD,STD-00963,IS 2141,ACTS_ON,related_is_text,related_is_text,IS 2141:2000,,F034,bis_gazette_notification.csv,,649,1.00,
REL-NOTIFI-0000698,NOTIF-00547,,STANDARD,STD-01270,IS 4521,ACTS_ON,related_is_text,related_is_text,IS 4521:2001,,F034,bis_gazette_notification.csv,,650,1.00,
REL-NOTIFI-0000699,NOTIF-00929,,STANDARD,STD-01442,IS 6590,ACTS_ON,related_is_text,related_is_text,IS 6590:1972,,F034,bis_gazette_notification.csv,,651,1.00,
REL-NOTIFI-0000700,NOTIF-00875,,STANDARD,STD-01057,IS 278,ACTS_ON,related_is_text,related_is_text,IS 278:2009,,F034,bis_gazette_notification.csv,,652,1.00,
REL-NOTIFI-0000701,NOTIF-00939,,STANDARD,STD-00591,IS 16014,ACTS_ON,related_is_text,related_is_text,IS 16014:2018,,F034,bis_gazette_notification.csv,,653,1.00,
REL-NOTIFI-0000702,NOTIF-00992,,STANDARD,STD-00220,IS 1269,ACTS_ON,related_is_text,related_is_text,IS 1269,,F034,bis_gazette_notification.csv,,655,1.00,
REL-NOTIFI-0000703,NOTIF-00993,,STANDARD,STD-00220,IS 1269,ACTS_ON,related_is_text,related_is_text,IS 1269,,F034,bis_gazette_notification.csv,,656,1.00,
REL-NOTIFI-0000704,NOTIF-00856,,STANDARD,STD-01719,IS 9755,ACTS_ON,related_is_text,related_is_text,IS 9755 : 2021,,F034,bis_gazette_notification.csv,,658,1.00,
REL-NOTIFI-0000705,NOTIF-00710,,STANDARD,STD-00139,IS 11652,ACTS_ON,related_is_text,related_is_text,IS 11652 : 2017,,F034,bis_gazette_notification.csv,,659,1.00,
REL-NOTIFI-0000706,NOTIF-00712,,STANDARD,STD-00685,IS 16709,ACTS_ON,related_is_text,related_is_text,IS 16709 : 2017,,F034,bis_gazette_notification.csv,,660,1.00,
REL-NOTIFI-0000707,NOTIF-00709,,STANDARD,STD-00684,IS 16703,ACTS_ON,related_is_text,related_is_text,IS 16703 : 2017,,F034,bis_gazette_notification.csv,,661,1.00,
REL-NOTIFI-0000708,NOTIF-00711,,STANDARD,STD-00772,IS 17399,ACTS_ON,related_is_text,related_is_text,IS 17399 : 2020,,F034,bis_gazette_notification.csv,,662,1.00,
REL-NOTIFI-0000709,NOTIF-00756,,STANDARD,STD-01360,IS 550,ACTS_ON,related_is_text,related_is_text,IS 550,,F034,bis_gazette_notification.csv,,664,1.00,
REL-NOTIFI-0000710,NOTIF-01130,,STANDARD,STD-01331,IS 5244,ACTS_ON,related_is_text,related_is_text,IS 5244 : 2020,,F034,bis_gazette_notification.csv,,665,1.00,
REL-NOTIFI-0000711,NOTIF-01127,,STANDARD,STD-00799,IS 17566,ACTS_ON,related_is_text,related_is_text,IS 17566 : 2021,,F034,bis_gazette_notification.csv,,666,1.00,
REL-NOTIFI-0000712,NOTIF-01152,,STANDARD,STD-00230,IS 12817,ACTS_ON,related_is_text,related_is_text,IS 12817:2020,,F034,bis_gazette_notification.csv,,668,1.00,
REL-NOTIFI-0000713,NOTIF-01146,,STANDARD,STD-00285,IS 1341,ACTS_ON,related_is_text,related_is_text,IS 1341:2018,,F034,bis_gazette_notification.csv,,669,1.00,
REL-NOTIFI-0000714,NOTIF-00641,,STANDARD,STD-00935,IS 205,ACTS_ON,related_is_text,related_is_text,IS 205:1992,,F034,bis_gazette_notification.csv,,670,1.00,
REL-NOTIFI-0000715,NOTIF-00706,,STANDARD,STD-00937,IS 206,ACTS_ON,related_is_text,related_is_text,IS 206:2010,,F034,bis_gazette_notification.csv,,671,1.00,
REL-NOTIFI-0000716,NOTIF-01065,,STANDARD,STD-01154,IS 362,ACTS_ON,related_is_text,related_is_text,IS 362:1991,,F034,bis_gazette_notification.csv,,672,1.00,
REL-NOTIFI-0000717,NOTIF-00563,,STANDARD,STD-01178,IS 3818,ACTS_ON,related_is_text,related_is_text,IS 3818:1992,,F034,bis_gazette_notification.csv,,673,1.00,
REL-NOTIFI-0000718,NOTIF-01147,,STANDARD,STD-01184,IS 3843,ACTS_ON,related_is_text,related_is_text,IS 3843:1995,,F034,bis_gazette_notification.csv,,674,1.00,
REL-NOTIFI-0000719,NOTIF-00724,,STANDARD,STD-01271,IS 453,ACTS_ON,related_is_text,related_is_text,IS 453:1993,,F034,bis_gazette_notification.csv,,675,1.00,
REL-NOTIFI-0000720,NOTIF-00599,,STANDARD,STD-00863,IS 18297,ACTS_ON,related_is_text,related_is_text,IS 18297:2023,,F034,bis_gazette_notification.csv,,676,1.00,
REL-NOTIFI-0000721,NOTIF-01072,,STANDARD,STD-00993,IS 2414,ACTS_ON,related_is_text,related_is_text,IS 2414:2005,,F034,bis_gazette_notification.csv,,678,1.00,
REL-NOTIFI-0000722,NOTIF-01074,,STANDARD,STD-00994,IS 2415,ACTS_ON,related_is_text,related_is_text,IS 2415 :2015,,F034,bis_gazette_notification.csv,,679,1.00,
REL-NOTIFI-0000723,NOTIF-00847,,STANDARD,STD-01521,IS 7466,ACTS_ON,related_is_text,related_is_text,IS 7466 :1994,,F034,bis_gazette_notification.csv,,681,1.00,
REL-NOTIFI-0000724,NOTIF-00841,,STANDARD,STD-01633,IS 878,ACTS_ON,related_is_text,related_is_text,IS 878 :2008,,F034,bis_gazette_notification.csv,,683,1.00,
REL-NOTIFI-0000725,NOTIF-00842,,STANDARD,STD-01668,IS 915,ACTS_ON,related_is_text,related_is_text,IS 915:2012,,F034,bis_gazette_notification.csv,,684,1.00,
REL-NOTIFI-0000726,NOTIF-00843,,STANDARD,STD-00328,IS 1381,ACTS_ON,related_is_text,related_is_text,IS 1381,,F034,bis_gazette_notification.csv,,685,1.00,
REL-NOTIFI-0000727,NOTIF-00844,,STANDARD,STD-00108,IS 1117,ACTS_ON,related_is_text,related_is_text,IS 1117:2018,,F034,bis_gazette_notification.csv,,686,1.00,
REL-NOTIFI-0000728,NOTIF-00568,,STANDARD,STD-01034,IS 2619,ACTS_ON,related_is_text,related_is_text,IS 2619:2018,,F034,bis_gazette_notification.csv,,687,1.00,
REL-NOTIFI-0000729,NOTIF-00653,,STANDARD,STD-00429,IS 14772,ACTS_ON,related_is_text,related_is_text,IS 14772: 2020,,F034,bis_gazette_notification.csv,,689,1.00,
REL-NOTIFI-0000730,NOTIF-01011,,STANDARD,STD-00450,IS 14927,ACTS_ON,related_is_text,related_is_text,IS 14927,,F034,bis_gazette_notification.csv,,690,1.00,
REL-NOTIFI-0000731,NOTIF-00913,,STANDARD,STD-00208,IS 1258,ACTS_ON,related_is_text,related_is_text,IS 1258: 2005,,F034,bis_gazette_notification.csv,,691,1.00,
REL-NOTIFI-0000732,NOTIF-01168,,STANDARD,STD-00548,IS 15787,ACTS_ON,related_is_text,related_is_text,IS 15787: 2008,,F034,bis_gazette_notification.csv,,692,1.00,
REL-NOTIFI-0000733,NOTIF-00490,,STANDARD,STD-00322,IS 13774,ACTS_ON,related_is_text,related_is_text,IS 13774:2021,,F034,bis_gazette_notification.csv,,693,1.00,
REL-NOTIFI-0000734,NOTIF-01013,,STANDARD,STD-00532,IS 15652,ACTS_ON,related_is_text,related_is_text,IS 15652:2006,,F034,bis_gazette_notification.csv,,694,1.00,
REL-NOTIFI-0000735,NOTIF-01014,,STANDARD,STD-01544,IS 7809,ACTS_ON,related_is_text,related_is_text,IS 7809,,F034,bis_gazette_notification.csv,,695,1.00,
REL-NOTIFI-0000736,NOTIF-00821,,STANDARD,STD-00590,IS 16012,ACTS_ON,related_is_text,related_is_text,IS 16012: 2012,,F034,bis_gazette_notification.csv,,696,1.00,
REL-NOTIFI-0000737,NOTIF-00823,,STANDARD,STD-00814,IS 17658,ACTS_ON,related_is_text,related_is_text,IS 17658:2021,,F034,bis_gazette_notification.csv,,698,1.00,
REL-NOTIFI-0000738,NOTIF-00826,,STANDARD,STD-00096,IS 10951,ACTS_ON,related_is_text,related_is_text,IS 10951: 2020,,F034,bis_gazette_notification.csv,,700,1.00,
REL-NOTIFI-0000739,NOTIF-00728,,STANDARD,STD-00723,IS 17042,ACTS_ON,related_is_text,related_is_text,IS 17042,,F034,bis_gazette_notification.csv,,702,1.00,
REL-NOTIFI-0000740,NOTIF-01005,,STANDARD,STD-01122,IS 3315,ACTS_ON,related_is_text,related_is_text,IS 3315:2019,,F034,bis_gazette_notification.csv,,704,1.00,
REL-NOTIFI-0000741,NOTIF-01110,,STANDARD,STD-00801,IS 17570,ACTS_ON,related_is_text,related_is_text,IS 17570,,F034,bis_gazette_notification.csv,,705,1.00,
REL-NOTIFI-0000742,NOTIF-00663,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,707,1.00,
REL-NOTIFI-0000743,NOTIF-00666,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,708,1.00,
REL-NOTIFI-0000744,NOTIF-00664,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,709,1.00,
REL-NOTIFI-0000745,NOTIF-00665,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,710,1.00,
REL-NOTIFI-0000746,NOTIF-00667,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,711,1.00,
REL-NOTIFI-0000747,NOTIF-00662,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,712,1.00,
REL-NOTIFI-0000748,NOTIF-00757,,STANDARD,STD-01282,IS 459,ACTS_ON,related_is_text,related_is_text,IS 459:1992,,F034,bis_gazette_notification.csv,,714,1.00,
REL-NOTIFI-0000749,NOTIF-00539,,STANDARD,STD-00575,IS 1592,ACTS_ON,related_is_text,related_is_text,IS 1592:2003,,F034,bis_gazette_notification.csv,,715,1.00,
REL-NOTIFI-0000750,NOTIF-00541,,STANDARD,STD-00954,IS 2096,ACTS_ON,related_is_text,related_is_text,IS 2096:1992,,F034,bis_gazette_notification.csv,,716,1.00,
REL-NOTIFI-0000751,NOTIF-00542,,STANDARD,STD-00956,IS 2098,ACTS_ON,related_is_text,related_is_text,IS 2098:1997,,F034,bis_gazette_notification.csv,,717,1.00,
REL-NOTIFI-0000752,NOTIF-01122,,STANDARD,STD-01463,IS 6908,ACTS_ON,related_is_text,related_is_text,IS 6908:1991,,F034,bis_gazette_notification.csv,,718,1.00,
REL-NOTIFI-0000753,NOTIF-01118,,STANDARD,STD-00248,IS 13000,ACTS_ON,related_is_text,related_is_text,IS 13000:1990,,F034,bis_gazette_notification.csv,,719,1.00,
REL-NOTIFI-0000754,NOTIF-00538,,STANDARD,STD-01640,IS 8870,ACTS_ON,related_is_text,related_is_text,IS 8870:1978,,F034,bis_gazette_notification.csv,,720,1.00,
REL-NOTIFI-0000755,NOTIF-00540,,STANDARD,STD-01712,IS 9627,ACTS_ON,related_is_text,related_is_text,IS 9627:1980,,F034,bis_gazette_notification.csv,,721,1.00,
REL-NOTIFI-0000756,NOTIF-01049,,STANDARD,STD-00249,IS 13008,ACTS_ON,related_is_text,related_is_text,IS 13008:1990,,F034,bis_gazette_notification.csv,,722,1.00,
REL-NOTIFI-0000757,NOTIF-00862,,STANDARD,STD-00438,IS 14862,ACTS_ON,related_is_text,related_is_text,IS 14862:2000,,F034,bis_gazette_notification.csv,,723,1.00,
REL-NOTIFI-0000758,NOTIF-00861,,STANDARD,STD-00439,IS 14871,ACTS_ON,related_is_text,related_is_text,IS 14871:2000,,F034,bis_gazette_notification.csv,,724,1.00,
REL-NOTIFI-0000759,NOTIF-00684,,STANDARD,STD-00985,IS 2373,ACTS_ON,related_is_text,related_is_text,IS 2373:1981,,F034,bis_gazette_notification.csv,,726,1.00,
REL-NOTIFI-0000760,NOTIF-00683,,STANDARD,STD-01543,IS 779,ACTS_ON,related_is_text,related_is_text,IS 779:1994,,F034,bis_gazette_notification.csv,,727,1.00,
REL-NOTIFI-0000761,NOTIF-00685,,STANDARD,STD-01042,IS 2692,ACTS_ON,related_is_text,related_is_text,IS 2692:1989,,F034,bis_gazette_notification.csv,,728,1.00,
REL-NOTIFI-0000762,NOTIF-00696,,STANDARD,STD-00952,IS 2095,ACTS_ON,related_is_text,related_is_text,IS 2095,,F034,bis_gazette_notification.csv,,730,1.00,
REL-NOTIFI-0000763,NOTIF-00646,,STANDARD,STD-00773,IS 17400,ACTS_ON,related_is_text,related_is_text,IS 17400:2021,,F034,bis_gazette_notification.csv,,731,1.00,
REL-NOTIFI-0000764,NOTIF-00695,,STANDARD,STD-00952,IS 2095,ACTS_ON,related_is_text,related_is_text,IS 2095,,F034,bis_gazette_notification.csv,,732,1.00,
REL-NOTIFI-0000765,NOTIF-00694,,STANDARD,STD-00952,IS 2095,ACTS_ON,related_is_text,related_is_text,IS 2095,,F034,bis_gazette_notification.csv,,733,1.00,
REL-NOTIFI-0000766,NOTIF-01160,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,735,1.00,
REL-NOTIFI-0000767,NOTIF-00745,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,736,1.00,
REL-NOTIFI-0000768,NOTIF-01012,,STANDARD,STD-01164,IS 368,ACTS_ON,related_is_text,related_is_text,IS 368:2014,,F034,bis_gazette_notification.csv,,737,1.00,
REL-NOTIFI-0000769,NOTIF-01159,,STANDARD,STD-00946,IS 2082,ACTS_ON,related_is_text,related_is_text,IS 2082:2018,,F034,bis_gazette_notification.csv,,738,1.00,
REL-NOTIFI-0000770,NOTIF-00782,,STANDARD,STD-00740,IS 17150,ACTS_ON,related_is_text,related_is_text,IS 17150:2019,,F034,bis_gazette_notification.csv,,739,1.00,
REL-NOTIFI-0000771,NOTIF-01035,,STANDARD,STD-00999,IS 2494,ACTS_ON,related_is_text,related_is_text,IS 2494,,F034,bis_gazette_notification.csv,,741,1.00,
REL-NOTIFI-0000772,NOTIF-01034,,STANDARD,STD-00999,IS 2494,ACTS_ON,related_is_text,related_is_text,IS 2494,,F034,bis_gazette_notification.csv,,742,1.00,
REL-NOTIFI-0000773,NOTIF-01053,,STANDARD,STD-00363,IS 14261,ACTS_ON,related_is_text,related_is_text,IS 14261: 1995,,F034,bis_gazette_notification.csv,,743,1.00,
REL-NOTIFI-0000774,NOTIF-00717,,STANDARD,STD-00844,IS 17954,ACTS_ON,related_is_text,related_is_text,IS 17954:2023,,F034,bis_gazette_notification.csv,,745,1.00,
REL-NOTIFI-0000775,NOTIF-00871,,STANDARD,STD-00874,IS 18471,ACTS_ON,related_is_text,related_is_text,IS 18471,,F034,bis_gazette_notification.csv,,747,1.00,
REL-NOTIFI-0000776,NOTIF-00872,,STANDARD,STD-00874,IS 18471,ACTS_ON,related_is_text,related_is_text,IS 18471,,F034,bis_gazette_notification.csv,,748,1.00,
REL-NOTIFI-0000777,NOTIF-00873,,STANDARD,STD-00874,IS 18471,ACTS_ON,related_is_text,related_is_text,IS 18471,,F034,bis_gazette_notification.csv,,749,1.00,
REL-NOTIFI-0000778,NOTIF-00874,,STANDARD,STD-00877,IS 18476,ACTS_ON,related_is_text,related_is_text,IS 18476 : 2023,,F034,bis_gazette_notification.csv,,750,1.00,
REL-NOTIFI-0000779,NOTIF-00617,,STANDARD,STD-00879,IS 18480,ACTS_ON,related_is_text,related_is_text,IS 18480,,F034,bis_gazette_notification.csv,,751,1.00,
REL-NOTIFI-0000780,NOTIF-00618,,STANDARD,STD-00879,IS 18480,ACTS_ON,related_is_text,related_is_text,IS 18480,,F034,bis_gazette_notification.csv,,752,1.00,
REL-NOTIFI-0000781,NOTIF-00619,,STANDARD,STD-00879,IS 18480,ACTS_ON,related_is_text,related_is_text,IS 18480,,F034,bis_gazette_notification.csv,,753,1.00,
REL-NOTIFI-0000782,NOTIF-00815,,STANDARD,STD-01523,IS 7483,ACTS_ON,related_is_text,related_is_text,IS 7483 : 2018,,F034,bis_gazette_notification.csv,,754,1.00,
REL-NOTIFI-0000783,NOTIF-00571,,STANDARD,STD-01524,IS 7485,ACTS_ON,related_is_text,related_is_text,IS 7485,,F034,bis_gazette_notification.csv,,755,1.00,
REL-NOTIFI-0000784,NOTIF-00572,,STANDARD,STD-01524,IS 7485,ACTS_ON,related_is_text,related_is_text,IS 7485,,F034,bis_gazette_notification.csv,,756,1.00,
REL-NOTIFI-0000785,NOTIF-00960,,STANDARD,STD-01525,IS 7486,ACTS_ON,related_is_text,related_is_text,IS 7486 : 2018,,F034,bis_gazette_notification.csv,,757,1.00,
REL-NOTIFI-0000786,NOTIF-00738,,STANDARD,STD-00882,IS 18507,ACTS_ON,related_is_text,related_is_text,IS 18507 : 2024,,F034,bis_gazette_notification.csv,,758,1.00,
REL-NOTIFI-0000787,NOTIF-00676,,STANDARD,STD-00883,IS 18508,ACTS_ON,related_is_text,related_is_text,IS 18508 : 2024,,F034,bis_gazette_notification.csv,,759,1.00,
REL-NOTIFI-0000788,NOTIF-00616,,STANDARD,STD-00884,IS 18509,ACTS_ON,related_is_text,related_is_text,IS 18509 : 2023,,F034,bis_gazette_notification.csv,,760,1.00,
REL-NOTIFI-0000789,NOTIF-01069,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,762,1.00,
REL-NOTIFI-0000790,NOTIF-00678,,STANDARD,STD-01217,IS 4123,ACTS_ON,related_is_text,related_is_text,IS 4123:1982,,F034,bis_gazette_notification.csv,,853,1.00,
REL-NOTIFI-0000791,NOTIF-00549,,STANDARD,STD-01268,IS 4508,ACTS_ON,related_is_text,related_is_text,IS 4508:1992,,F034,bis_gazette_notification.csv,,854,1.00,
REL-NOTIFI-0000792,NOTIF-00964,,STANDARD,STD-01269,IS 4509,ACTS_ON,related_is_text,related_is_text,IS 4509:1992,,F034,bis_gazette_notification.csv,,855,1.00,
REL-NOTIFI-0000793,NOTIF-01113,,STANDARD,STD-01412,IS 6149,ACTS_ON,related_is_text,related_is_text,IS 6149:1984,,F034,bis_gazette_notification.csv,,856,1.00,
REL-NOTIFI-0000794,NOTIF-00550,,STANDARD,STD-00928,IS 2028,ACTS_ON,related_is_text,related_is_text,IS 2028:2004,,F034,bis_gazette_notification.csv,,857,1.00,
REL-NOTIFI-0000795,NOTIF-00963,,STANDARD,STD-00929,IS 2029,ACTS_ON,related_is_text,related_is_text,IS 2029:1998,,F034,bis_gazette_notification.csv,,858,1.00,
REL-NOTIFI-0000796,NOTIF-00784,,STANDARD,STD-01203,IS 4003 (Part 1),ACTS_ON,related_is_text,related_is_text,IS 4003 (Part 1): 1978,,F034,bis_gazette_notification.csv,,859,1.00,
REL-NOTIFI-0000797,NOTIF-00783,,STANDARD,STD-01204,IS 4003 (Part 2),ACTS_ON,related_is_text,related_is_text,IS 4003 (Part 2): 1986,,F034,bis_gazette_notification.csv,,860,1.00,
REL-NOTIFI-0000798,NOTIF-00600,,STANDARD,STD-01160,IS 3650,ACTS_ON,related_is_text,related_is_text,IS 3650:1981,,F034,bis_gazette_notification.csv,,861,1.00,
REL-NOTIFI-0000799,NOTIF-00708,,STANDARD,STD-00461,IS 15041,ACTS_ON,related_is_text,related_is_text,IS 15041:2001,,F034,bis_gazette_notification.csv,,863,1.00,
REL-NOTIFI-0000800,NOTIF-00713,,STANDARD,STD-00088,IS 1084,ACTS_ON,related_is_text,related_is_text,IS 1084:2005,,F034,bis_gazette_notification.csv,,865,1.00,
REL-NOTIFI-0000801,NOTIF-00857,,STANDARD,STD-00101,IS 11066,ACTS_ON,related_is_text,related_is_text,IS 11066:2022,,F034,bis_gazette_notification.csv,,866,1.00,
REL-NOTIFI-0000802,NOTIF-00714,,STANDARD,STD-00451,IS 14928,ACTS_ON,related_is_text,related_is_text,IS 14928:2001,,F034,bis_gazette_notification.csv,,867,1.00,
REL-NOTIFI-0000803,NOTIF-00930,,STANDARD,STD-00452,IS 14929,ACTS_ON,related_is_text,related_is_text,IS 14929:2022,,F034,bis_gazette_notification.csv,,868,1.00,
REL-NOTIFI-0000804,NOTIF-01148,,STANDARD,STD-00849,IS 1804,ACTS_ON,related_is_text,related_is_text,IS 1804:2004,,F034,bis_gazette_notification.csv,,869,1.00,
REL-NOTIFI-0000805,NOTIF-00859,,STANDARD,STD-01277,IS 4572,ACTS_ON,related_is_text,related_is_text,IS 4572:2022,,F034,bis_gazette_notification.csv,,870,1.00,
REL-NOTIFI-0000806,NOTIF-00860,,STANDARD,STD-01326,IS 5175,ACTS_ON,related_is_text,related_is_text,IS 5175:2022,,F034,bis_gazette_notification.csv,,871,1.00,
REL-NOTIFI-0000807,NOTIF-00858,,STANDARD,STD-01623,IS 8674,ACTS_ON,related_is_text,related_is_text,IS 8674 : 2013,,F034,bis_gazette_notification.csv,,872,1.00,
REL-NOTIFI-0000808,NOTIF-00824,,STANDARD,STD-00804,IS 17609,ACTS_ON,related_is_text,related_is_text,IS 17609 : 2021,,F034,bis_gazette_notification.csv,,873,1.00,
REL-NOTIFI-0000809,NOTIF-01139,,STANDARD,STD-00245,IS 12933,ACTS_ON,related_is_text,related_is_text,IS 12933,,F034,bis_gazette_notification.csv,,875,1.00,
REL-NOTIFI-0000810,NOTIF-00548,,STANDARD,STD-00665,IS 16544,ACTS_ON,related_is_text,related_is_text,IS 16544: 2016,,F034,bis_gazette_notification.csv,,876,1.00,
REL-NOTIFI-0000811,NOTIF-01158,,STANDARD,STD-00663,IS 16542,ACTS_ON,related_is_text,related_is_text,IS 16542: 2016,,F034,bis_gazette_notification.csv,,877,1.00,
REL-NOTIFI-0000812,NOTIF-00424,,STANDARD,STD-01620,IS 8637,ACTS_ON,related_is_text,related_is_text,IS 8637 : 2020,,F034,bis_gazette_notification.csv,,879,1.00,
REL-NOTIFI-0000813,NOTIF-00425,,STANDARD,STD-00131,IS 11557,ACTS_ON,related_is_text,related_is_text,IS 11557: 1986,,F034,bis_gazette_notification.csv,,880,1.00,
REL-NOTIFI-0000814,NOTIF-01025,,STANDARD,STD-00867,IS 18340,ACTS_ON,related_is_text,related_is_text,IS 18340 : 2023,,F034,bis_gazette_notification.csv,,881,1.00,
REL-NOTIFI-0000815,NOTIF-00655,,STANDARD,STD-01091,IS 302 (Part 2),ACTS_ON,related_is_text,related_is_text,IS 302-2,,F034,bis_gazette_notification.csv,,883,1.00,
REL-NOTIFI-0000816,NOTIF-00897,,STANDARD,STD-00947,IS 2083,ACTS_ON,related_is_text,related_is_text,IS 2083:2024,,F034,bis_gazette_notification.csv,,885,1.00,
REL-NOTIFI-0000817,NOTIF-01099,,STANDARD,STD-00836,IS 17875,ACTS_ON,related_is_text,related_is_text,IS 17875: 2022,,F034,bis_gazette_notification.csv,,887,1.00,
REL-NOTIFI-0000818,NOTIF-01098,,STANDARD,STD-00837,IS 17876,ACTS_ON,related_is_text,related_is_text,IS 17876: 2022,,F034,bis_gazette_notification.csv,,888,1.00,
REL-NOTIFI-0000819,NOTIF-00998,,STANDARD,STD-00807,IS 17631,ACTS_ON,related_is_text,related_is_text,IS 17631: 2022,,F034,bis_gazette_notification.csv,,890,1.00,
REL-NOTIFI-0000820,NOTIF-01097,,STANDARD,STD-00808,IS 17632,ACTS_ON,related_is_text,related_is_text,IS 17632: 2022,,F034,bis_gazette_notification.csv,,891,1.00,
REL-NOTIFI-0000821,NOTIF-00715,,STANDARD,STD-00809,IS 17633,ACTS_ON,related_is_text,related_is_text,IS 17633: 2022,,F034,bis_gazette_notification.csv,,892,1.00,
REL-NOTIFI-0000822,NOTIF-01157,,STANDARD,STD-00810,IS 17634,ACTS_ON,related_is_text,related_is_text,IS 17634: 2022,,F034,bis_gazette_notification.csv,,893,1.00,
REL-NOTIFI-0000823,NOTIF-00911,,STANDARD,STD-00811,IS 17635,ACTS_ON,related_is_text,related_is_text,IS 17635: 2022,,F034,bis_gazette_notification.csv,,894,1.00,
REL-NOTIFI-0000824,NOTIF-00898,,STANDARD,STD-00812,IS 17636,ACTS_ON,related_is_text,related_is_text,IS 17636: 2022,,F034,bis_gazette_notification.csv,,895,1.00,
REL-NOTIFI-0000825,NOTIF-01048,,STANDARD,STD-01058,IS 2782,ACTS_ON,related_is_text,related_is_text,IS 2782: 2023,,F034,bis_gazette_notification.csv,,897,1.00,
REL-NOTIFI-0000826,NOTIF-00846,,STANDARD,STD-01043,IS 27,ACTS_ON,related_is_text,related_is_text,IS 27: 2023,,F034,bis_gazette_notification.csv,,898,1.00,
REL-NOTIFI-0000827,NOTIF-01047,,STANDARD,STD-00950,IS 209,ACTS_ON,related_is_text,related_is_text,IS 209: 2024,,F034,bis_gazette_notification.csv,,899,1.00,
REL-NOTIFI-0000828,NOTIF-00705,,STANDARD,STD-01031,IS 26,ACTS_ON,related_is_text,related_is_text,IS 26: 2024,,F034,bis_gazette_notification.csv,,900,1.00,
REL-NOTIFI-0000829,NOTIF-01071,,STANDARD,STD-00194,IS 12330,ACTS_ON,related_is_text,related_is_text,IS 12330,,F034,bis_gazette_notification.csv,,901,1.00,
REL-NOTIFI-0000830,NOTIF-00566,,STANDARD,STD-00214,IS 12600,ACTS_ON,related_is_text,related_is_text,IS 12600,,F034,bis_gazette_notification.csv,,902,1.00,
REL-NOTIFI-0000831,NOTIF-00833,,STANDARD,STD-00443,IS 1489,ACTS_ON,related_is_text,related_is_text,IS 1489,,F034,bis_gazette_notification.csv,,903,1.00,
REL-NOTIFI-0000832,NOTIF-00834,,STANDARD,STD-00443,IS 1489,ACTS_ON,related_is_text,related_is_text,IS 1489,,F034,bis_gazette_notification.csv,,904,1.00,
REL-NOTIFI-0000833,NOTIF-01076,,STANDARD,STD-01041,IS 269,ACTS_ON,related_is_text,related_is_text,IS 269,,F034,bis_gazette_notification.csv,,905,1.00,
REL-NOTIFI-0000834,NOTIF-00938,,STANDARD,STD-01141,IS 3466,ACTS_ON,related_is_text,related_is_text,IS 3466,,F034,bis_gazette_notification.csv,,906,1.00,
REL-NOTIFI-0000835,NOTIF-00835,,STANDARD,STD-01273,IS 455,ACTS_ON,related_is_text,related_is_text,IS 455,,F034,bis_gazette_notification.csv,,907,1.00,
