group_id,file_a,file_b,duplicate_type,similarity_score,common_rows,unique_rows_a,unique_rows_b,common_IS_numbers,unique_IS_numbers_a,unique_IS_numbers_b,common_columns,unique_columns_a,unique_columns_b,conflicts,decision,decision_reason,recommended_canonical_file,records_to_merge,records_to_archive,requires_review,detection_level,record_key_column,common_records_by_key,unique_records_a_by_key,unique_records_b_by_key,record_key_jaccard,entity_identity_verdict,entity_discriminator_columns,homonym_columns_do_not_union,attribute_sets_comparable,row_metric_reliability,schema_verdict,identical_bytes,identical_row_multiset,version_direction_evidence,pair_id
DG-0111,BIS_QCO-schema_2.xlsx,BIS_QCO_Master_Records_v3.xlsx,DUPLICATE_WITH_UNIQUE_DATA,0.35,0,40,12,12,28,0,22,0,0,176,DUPLICATE_WITH_UNIQUE_DATA,"12 records shared on `is_numbers` (key Jaccard 0.30) but 28 are unique to A and 0 unique to B, over the same attribute set. Overlapping records are the same entities; the unique ones are additional valid records. Union both - archiving either side would destroy records.",MERGE_UNION,40,0,YES,L4,is_numbers,12,28,0,0.3,KEY_LINKED,qco_id; qco_name; qco_number; schemes,exclusions; scope,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,"INCONCLUSIVE: 176 conflicts, both sides carry real values (a_blank=35 b_blank=10 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0111
DG-0112,BIS_QCO-schema_2.xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0483,0,40,40,40,0,0,4,18,7,64,COMPLEMENTARY,"25 of 55 records are shared on `product` (key Jaccard 0.45; 15 unique to A, 15 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1379, 4 shared of 22/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,55,0,YES,L4,product,25,15,15,0.4545,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 64 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0112
DG-0113,BIS_QCO-schema_2.xlsx,BIS_QCO_Summary.xlsx,COMPLEMENTARY,0.0,0,0,0,36,4,0,0,22,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.90 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 22/7 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,75,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0113
DG-0114,BIS_QCO-schema_2.xlsx,BIS_Scheme_IV_FMCS.xlsx,COMPLEMENTARY,0.0328,0,40,40,40,0,0,3,19,10,48,COMPLEMENTARY,"24 of 56 records are shared on `product` (key Jaccard 0.43; 16 unique to A, 16 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0938, 3 shared of 22/13 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) scope; source_url disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,56,0,YES,L4,product,24,16,16,0.4286,KEY_LINKED,,scope; source_url,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 48 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0114
DG-0115,BIS_QCO-schema_2.xlsx,BIS_Schemes_Master.xlsx,COMPLEMENTARY,0.0318,0,40,40,0,40,0,3,19,11,46,COMPLEMENTARY,"23 of 57 records are shared on `product` (key Jaccard 0.40; 17 unique to A, 17 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0909, 3 shared of 22/14 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,57,0,YES,L4,product,23,17,17,0.4035,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 46 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0115
DG-0116,BIS_QCO-schema_2.xlsx,BIS_Schemes_Master_Scheme_2.xlsx,COMPLEMENTARY,0.0318,0,40,40,0,40,0,3,19,11,46,COMPLEMENTARY,"23 of 57 records are shared on `product` (key Jaccard 0.40; 17 unique to A, 17 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0909, 3 shared of 22/14 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,57,0,YES,L4,product,23,17,17,0.4035,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 46 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0116
DG-0117,BIS_QCO-schema_2.xlsx,BIS_Standards_Details_v2 (1).xlsx,COMPLEMENTARY,0.0087,0,40,40,40,0,5,1,21,18,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.89 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.025, 1 shared of 22/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0117
DG-0118,BIS_QCO-schema_2.xlsx,BIS_Standards_Details_v2.xlsx,COMPLEMENTARY,0.0087,0,40,40,40,0,5,1,21,18,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.89 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.025, 1 shared of 22/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0118
DG-0119,BIS_QCO-schema_2.xlsx,BIS_Standards_Details_v3.xlsx,COMPLEMENTARY,0.0087,0,40,40,40,0,5,1,21,18,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.89 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.025, 1 shared of 22/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0119
DG-0120,BIS_QCO-schema_2.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0163,0,40,45,40,0,4,2,20,21,26,COMPLEMENTARY,"26 of 59 records are shared on `product` (key Jaccard 0.44; 14 unique to A, 19 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0465, 2 shared of 22/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) source_url disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,59,0,YES,L4,product,26,14,19,0.4407,KEY_LINKED,,source_url,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 26 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0120
DG-0121,BIS_QCO-schema_2.xlsx,BIS_Standards_Scheme_Mapping.xlsx,COMPLEMENTARY,0.0079,0,40,36,25,15,10,1,21,22,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.50 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0227, 1 shared of 22/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,76,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0121
DG-0122,BIS_QCO-schema_2.xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0184,0,40,45,40,0,4,2,20,16,15,COMPLEMENTARY,"26 of 59 records are shared on `product` (key Jaccard 0.44; 14 unique to A, 19 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0526, 2 shared of 22/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,59,0,YES,L4,product,26,14,19,0.4407,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 15 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0122
DG-0123,BIS_QCO-schema_2.xlsx,bis_product_certification_faq (1).csv,COMPLEMENTARY,0.0121,0,40,28,0,40,0,1,21,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.50 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0345, 1 shared of 22/8 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,68,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0123
DG-0124,BIS_QCO-schema_2.xlsx,bis_product_certifications.csv,COMPLEMENTARY,0.0117,0,40,71,0,40,0,1,21,8,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.33 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333, 1 shared of 22/9 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,111,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0124
DG-0125,BIS_QCO_Master_Records (1).xlsx,BIS_QCO_Master_Records.xlsx,COMPLEMENTARY,0.35,0,15,3,4,23,1,22,0,0,9,COMPLEMENTARY,"Only 1 of 17 records are shared on `product` (key Jaccard 0.06); A holds 14 records B does not and B holds 2 A does not. The files describe mostly different records in a related area, so both are required. Merge as a union, keyed on `product`.",MERGE_UNION,17,0,YES,L4,product,1,14,2,0.0588,KEY_LINKED,is_numbers; qco_id; qco_name; schemes,,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,"INCONCLUSIVE: 9 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0125
DG-0126,BIS_QCO_Master_Records (1).xlsx,BIS_QCO_Master_Records_v3.xlsx,COMPLEMENTARY,0.35,0,15,12,11,16,1,22,0,0,0,COMPLEMENTARY,"No shared value in any candidate key column (NO_SHARED_KEY_VALUES; candidates unique per file but disjoint (is_numbers; product) - identity must be re-derived in Phase 3 from entity columns, NOT ), yet entity overlap reaches 0.50 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity.",MERGE_AFTER_REKEY,27,0,YES,L4,product,0,15,12,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0126
DG-0127,BIS_QCO_Master_Records (1).xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0483,0,15,40,26,1,14,4,18,7,7,COMPLEMENTARY,"3 of 52 records are shared on `product` (key Jaccard 0.06; 12 unique to A, 37 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1379, 4 shared of 22/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,52,0,YES,L4,product,3,12,37,0.0577,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 7 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0127
DG-0128,BIS_QCO_Master_Records (1).xlsx,BIS_QCO_Summary.xlsx,COMPLEMENTARY,0.0,0,0,0,26,1,10,0,22,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.70 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 22/7 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,50,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0128
DG-0129,BIS_QCO_Master_Records (1).xlsx,BIS_Scheme_IV_FMCS.xlsx,COMPLEMENTARY,0.0328,0,15,40,26,1,14,3,19,10,4,COMPLEMENTARY,"2 of 53 records are shared on `product` (key Jaccard 0.04; 13 unique to A, 38 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0938, 3 shared of 22/13 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) scope; source_url disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,53,0,YES,L4,product,2,13,38,0.0377,KEY_LINKED,,scope; source_url,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 4 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0129
DG-0130,BIS_QCO_Master_Records (1).xlsx,BIS_Standards_Details_v2 (1).xlsx,COMPLEMENTARY,0.0087,0,15,40,26,1,19,1,21,18,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.57 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.025, 1 shared of 22/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,55,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0130
DG-0131,BIS_QCO_Master_Records (1).xlsx,BIS_Standards_Details_v2.xlsx,COMPLEMENTARY,0.0087,0,15,40,26,1,19,1,21,18,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.57 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.025, 1 shared of 22/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,55,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0131
DG-0132,BIS_QCO_Master_Records (1).xlsx,BIS_Standards_Details_v3.xlsx,COMPLEMENTARY,0.0087,0,15,40,26,1,19,1,21,18,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.57 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.025, 1 shared of 22/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,55,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0132
DG-0133,BIS_QCO_Master_Records (1).xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0163,0,15,45,26,1,18,2,20,21,3,COMPLEMENTARY,"3 of 57 records are shared on `product` (key Jaccard 0.05; 12 unique to A, 42 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0465, 2 shared of 22/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) source_url disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,57,0,YES,L4,product,3,12,42,0.0526,KEY_LINKED,,source_url,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 3 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0133
DG-0134,BIS_QCO_Master_Records (1).xlsx,BIS_Standards_Scheme_Mapping.xlsx,COMPLEMENTARY,0.0079,0,15,36,22,5,13,1,21,22,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.55 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0227, 1 shared of 22/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,51,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0134
DG-0135,BIS_QCO_Master_Records (1).xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0184,0,15,45,26,1,18,2,20,16,1,COMPLEMENTARY,"3 of 57 records are shared on `product` (key Jaccard 0.05; 12 unique to A, 42 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0526, 2 shared of 22/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,57,0,YES,L4,product,3,12,42,0.0526,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 1 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0135
DG-0136,BIS_QCO_Master_Records (1).xlsx,bis_product_certification_faq (1).csv,COMPLEMENTARY,0.0121,0,15,28,0,27,0,1,21,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.33 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0345, 1 shared of 22/8 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,43,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0136
DG-0137,BIS_QCO_Master_Records.xlsx,BIS_QCO_Master_Records_v3.xlsx,LIKELY_DUPLICATE,0.35,0,3,12,1,4,11,22,0,0,0,LIKELY_DUPLICATE,"No shared value in any candidate key column (NO_SHARED_KEY_VALUES; candidates unique per file but disjoint (is_numbers; product) - identity must be re-derived in Phase 3 from entity columns, NOT ), yet entity overlap reaches 1.00 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity.",MERGE_AFTER_REKEY,15,0,YES,L4,product,0,3,12,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0137
DG-0138,BIS_QCO_Master_Records.xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0483,0,3,40,4,1,36,4,18,7,2,COMPLEMENTARY,"1 of 42 records are shared on `product` (key Jaccard 0.02; 2 unique to A, 39 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1379, 4 shared of 22/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) ministry; scope disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,42,0,YES,L4,product,1,2,39,0.0238,KEY_LINKED,,ministry; scope,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 2 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0138
DG-0139,BIS_QCO_Master_Records.xlsx,BIS_QCO_Summary.xlsx,REQUIRES_REVIEW,0.0,0,0,0,3,2,33,0,22,7,0,REQUIRES_REVIEW,"Evidence does not settle this pair: key overlap -1, entity overlap 0.12, schema SCHEMA_DISJOINT, conflicts 0, row metric LOW_PROJECTION_WIDTH. Deliberately left unresolved rather than guessed.",UNDECIDED_REVIEW_REQUIRED,0,0,YES,L4,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0139
DG-0140,BIS_QCO_Master_Records_v3.xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0483,0,12,40,12,0,28,4,18,7,16,COMPLEMENTARY,"8 of 44 records are shared on `product` (key Jaccard 0.18; 4 unique to A, 32 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1379, 4 shared of 22/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) scope disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,44,0,YES,L4,product,8,4,32,0.1818,KEY_LINKED,,scope,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 16 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0140
DG-0141,BIS_QCO_Master_Records_v3.xlsx,BIS_QCO_Summary.xlsx,COMPLEMENTARY,0.0,0,0,0,12,0,24,0,22,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.33 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 22/7 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,47,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0141
